SampleID	Stemness	EXTENDScores	Phase	Senescence	ClusterNo	ClusterMean	EXTENDclass
BT1160.P2.B04	0.578350424	0.237739903	NonCycling	0.329652401603318	2	0.233514608641082	Low
BT1160.P2.B05	0.402336673	0.237137982	NonCycling	0.364079004855137	2	0.233514608641082	Low
BT1160.P2.B06	0.459824504	0.147346676	NonCycling	0.312142097301888	2	0.233514608641082	Low
BT1160.P2.B07	0.771421299	0.282497042	G2_M	0.141192449730748	2	0.233514608641082	Low
BT1160.P2.B09	0.48697114	0.165909837	NonCycling	0.296035891264148	2	0.233514608641082	Low
BT1160.P2.B10	0.788717001	0.332541571	G1_S	0.270901079044658	2	0.233514608641082	Low
BT1160.P2.B11	0.55172131	0.413262016	G1_S	0.223472984220986	1	0.501930586996053	High
BT1160.P2.C01	0.563183933	0.331683672	NonCycling	0.204224964191569	2	0.233514608641082	Low
BT1160.P2.C03	0.785468973	0.514592612	G1_S	0.272607144833219	1	0.501930586996053	High
BT1160.P2.C05	0.514765139	0.341833213	NonCycling	0.340014829883189	2	0.233514608641082	Low
BT1160.P2.C06	0.612075666	0.414450158	G1_S	0.275901836693731	1	0.501930586996053	High
BT1160.P2.C07	0.687427758	0.391541334	G1_S	0.251696577244381	1	0.501930586996053	High
BT1160.P2.C10	0.379573043	0.297669778	NonCycling	0.229863782874604	2	0.233514608641082	Low
BT1160.P2.C11	0.737035024	0.471663203	G1_S	0.23239334903267	1	0.501930586996053	High
BT1160.P2.C12	0.761132514	0.545351313	G1_S	0.26545635600199	1	0.501930586996053	High
BT1160.P2.D02	0.627724805	0.32938512	G1_S	0.368691151441496	2	0.233514608641082	Low
BT1160.P2.D03	0.681928216	0.441294697	G1_S	0.257721197923075	1	0.501930586996053	High
BT1160.P2.D04	0.404419063	0.350795737	NonCycling	0.240754361097761	2	0.233514608641082	Low
BT1160.P2.D05	0.607477938	0.412611862	NonCycling	0.250250693218702	1	0.501930586996053	High
BT1160.P2.D07	0.401477831	0.261439509	NonCycling	0.293255361580168	2	0.233514608641082	Low
BT1160.P2.D08	0.466724702	0.253910122	NonCycling	0.294740190513909	2	0.233514608641082	Low
BT1160.P2.D09	0.719588649	0.463322696	G1_S	0.330388778639756	1	0.501930586996053	High
BT1160.P2.D10	0.506008851	0.272587643	NonCycling	0.317610309006833	2	0.233514608641082	Low
BT1160.P2.D11	0.529785101	0.316240879	NonCycling	0.332884388859643	2	0.233514608641082	Low
BT1160.P2.D12	0.653968539	0.587548126	G1_S	0.31598736330596	1	0.501930586996053	High
BT1160.P2.E02	0.444427928	0.356252636	NonCycling	0.361433107129262	2	0.233514608641082	Low
BT1160.P2.E03	0.608320775	0.713527468	G1_S	0.272174202587359	1	0.501930586996053	High
BT1160.P2.E05	0.75095202	0.425918967	G1_S	0.347830070245561	1	0.501930586996053	High
BT1160.P2.E07	0.442887545	0.427889327	NonCycling	0.32114589747202	1	0.501930586996053	High
BT1160.P2.E08	0.632725079	0.422199218	G1_S	0.169480316860643	1	0.501930586996053	High
BT1160.P2.E10	0.60961233	0.640754963	G2_M	0.309608969602952	1	0.501930586996053	High
BT1160.P2.E11	0.515279103	0.318226765	NonCycling	0.406096620864926	2	0.233514608641082	Low
BT1160.P2.E12	0.595254518	0.360557251	NonCycling	0.229148970496622	2	0.233514608641082	Low
BT1160.P2.F01	0.552619667	0.259253031	NonCycling	0.283901718127116	2	0.233514608641082	Low
BT1160.P2.F03	0.471157606	0.371205309	NonCycling	0.330652966464098	1	0.501930586996053	High
BT1160.P2.F04	0.479288616	0.378623735	NonCycling	0.238411792956367	1	0.501930586996053	High
BT1160.P2.F05	0.517527239	0.262566212	NonCycling	0.259036638881353	2	0.233514608641082	Low
BT1160.P2.F08	0.483891775	0.239453543	NonCycling	0.158306794834238	2	0.233514608641082	Low
BT1160.P2.F09	0.452008871	0.109654288	NonCycling	0.337669187190252	2	0.233514608641082	Low
BT1160.P2.F10	0.693695484	0.79218999	G1_S	0.275154876955418	1	0.501930586996053	High
BT1160.P2.F12	0.688813349	0.398680655	G1_S	0.294039557212956	1	0.501930586996053	High
BT1160.P2.G01	0.417524911	0.172773757	NonCycling	0.249543274084248	2	0.233514608641082	Low
BT1160.P2.G02	0.470065422	0.224093753	NonCycling	0.263553168026867	2	0.233514608641082	Low
BT1160.P2.G03	0.535690515	0.160549198	NonCycling	0.318997916019447	2	0.233514608641082	Low
BT1160.P2.G04	0.500892397	0.396419089	NonCycling	0.32596251042906	1	0.501930586996053	High
BT1160.P2.G05	0.458574048	0.376424463	NonCycling	0.250096525796298	1	0.501930586996053	High
BT1160.P2.G08	0.528291827	0.313088855	NonCycling	0.261158009677919	2	0.233514608641082	Low
BT1160.P2.H02	0.530857177	0.293769432	NonCycling	0.339856468424759	2	0.233514608641082	Low
BT1160.P2.H04	0.442910162	0.28284248	NonCycling	0.282189106788235	2	0.233514608641082	Low
BT1160.P2.H06	0.563457479	0.166987466	NonCycling	0.236374841924464	2	0.233514608641082	Low
BT1160.P2.H07	0.68798665	0.287410815	G1_S	0.353686959102384	2	0.233514608641082	Low
BT1160.P2.H10	0.543057722	0.295756316	NonCycling	0.255844909771308	2	0.233514608641082	Low
BT1160.P2.H11	0.436786274	0.472669674	NonCycling	0.317788921076766	1	0.501930586996053	High
BT1160.P2.H12	0.707229294	0.495677072	G1_S	0.289872575788008	1	0.501930586996053	High
BT1160.P3.A01	0.406594435	0.250594884	NonCycling	0.359439415582779	2	0.233514608641082	Low
BT1160.P3.A02	0.707378572	0.426171115	G1_S	0.281906173231353	1	0.501930586996053	High
BT1160.P3.A04	0.474971544	0.406434538	NonCycling	0.330476470510975	1	0.501930586996053	High
BT1160.P3.A05	0.673758597	0.421019099	G2_M	0.276849146829837	1	0.501930586996053	High
BT1160.P3.A06	0.634804291	0.360538224	NonCycling	0.278280327870069	2	0.233514608641082	Low
BT1160.P3.A07	0.500019409	0.320502474	NonCycling	0.180334295849565	2	0.233514608641082	Low
BT1160.P3.A08	0.485929953	0.335338801	NonCycling	0.284451804438586	2	0.233514608641082	Low
BT1160.P3.A11	0.513763733	0.362248181	NonCycling	0.261221208240022	2	0.233514608641082	Low
BT1160.P3.B03	0.597443224	0.547674736	G1_S	0.296567507786055	1	0.501930586996053	High
BT1160.P3.B04	0.643797502	0.311799053	G2_M	0.260911766304294	2	0.233514608641082	Low
BT1160.P3.B06	0.462007739	0.121023127	NonCycling	0.324197599903078	2	0.233514608641082	Low
BT1160.P3.B09	0.735055257	0.274062444	G1_S	0.342096657156167	2	0.233514608641082	Low
BT1160.P3.B10	0.529196382	0.267359093	NonCycling	0.232256798698487	2	0.233514608641082	Low
BT1160.P3.B11	0.555034879	0.192461013	NonCycling	0.351203172154296	2	0.233514608641082	Low
BT1160.P3.B12	0.522782955	0.124201512	NonCycling	0.334819357335361	2	0.233514608641082	Low
BT1160.P3.C01	0.376566628	0.299334219	NonCycling	0.269290360277126	2	0.233514608641082	Low
BT1160.P3.C04	0.566709149	0.116703783	NonCycling	0.228556296944826	2	0.233514608641082	Low
BT1160.P3.C05	0.596450178	0.417060478	NonCycling	0.292005559429067	1	0.501930586996053	High
BT1160.P3.C09	0.559241136	0.246878646	G2_M	0.301265996845608	2	0.233514608641082	Low
BT1160.P3.C10	0.514871862	0.22210479	NonCycling	0.25185461427335	2	0.233514608641082	Low
BT1160.P3.C12	0.671091813	0.395184337	G2_M	0.296410408563201	1	0.501930586996053	High
BT1160.P3.D02	0.544977364	0.281311105	NonCycling	0.325470053900501	2	0.233514608641082	Low
BT1160.P3.D03	0.48329257	0.293753447	NonCycling	0.332394780595771	2	0.233514608641082	Low
BT1160.P3.D05	0.420389186	0.357490272	NonCycling	0.315230903404865	2	0.233514608641082	Low
BT1160.P3.D09	0.742500121	0.456846269	G1_S	0.296556281090576	1	0.501930586996053	High
BT1160.P3.D12	0.591233779	0.132106726	NonCycling	0.277288932845222	2	0.233514608641082	Low
BT1160.P3.E06	0.494793258	0.327846563	NonCycling	0.162456510488751	2	0.233514608641082	Low
BT1160.P3.E07	0.515511686	0.383466856	NonCycling	0.307573585447855	1	0.501930586996053	High
BT1160.P3.E08	0.53556005	0.373138431	NonCycling	0.165488401622584	1	0.501930586996053	High
BT1160.P3.E09	0.639777328	0.46797702	G1_S	0.399997858710392	1	0.501930586996053	High
BT1160.P3.E12	0.335515586	0.240219472	NonCycling	0.218673597371611	2	0.233514608641082	Low
BT1160.P3.F01	0.605607514	0.371259462	NonCycling	0.317336304913386	1	0.501930586996053	High
BT1160.P3.F05	0.410964651	0.251877968	NonCycling	0.258271118883461	2	0.233514608641082	Low
BT1160.P3.F07	0.469835061	0.346395351	NonCycling	0.255402674991923	2	0.233514608641082	Low
BT1160.P3.F08	0.719099335	0.374298141	G1_S	0.352547952187552	1	0.501930586996053	High
BT1160.P3.F09	0.514047629	0.299883669	NonCycling	0.328721752042613	2	0.233514608641082	Low
BT1160.P3.F11	0.607709552	0.408827324	G2_M	0.2660596833295	1	0.501930586996053	High
BT1160.P3.G01	0.469958419	0.134999872	NonCycling	0.30554095975635	2	0.233514608641082	Low
BT1160.P3.G03	0.817164409	0.520133586	G1_S	0.281426983167715	1	0.501930586996053	High
BT1160.P3.G07	0.481002202	0.145635237	NonCycling	0.309241034006978	2	0.233514608641082	Low
BT1160.P3.G08	0.4454847	0.341184294	NonCycling	0.252951075794124	2	0.233514608641082	Low
BT1160.P3.G09	0.607669806	0.331941147	G2_M	0.332666464995751	2	0.233514608641082	Low
BT1160.P3.G10	0.426429571	0.191322798	NonCycling	0.282043535679243	2	0.233514608641082	Low
BT1160.P3.G12	0.503793314	0.249565761	NonCycling	0.249446301159481	2	0.233514608641082	Low
BT1160.P3.H01	0.551223416	0.260522967	NonCycling	0.273502383302829	2	0.233514608641082	Low
BT1160.P3.H04	0.62506093	0.537414443	G1_S	0.303587463243066	1	0.501930586996053	High
BT1160.P3.H05	0.623326082	0.622934644	G1_S	0.372512807873536	1	0.501930586996053	High
BT1160.P3.H07	0.687827569	0.463407599	G1_S	0.24806038118132	1	0.501930586996053	High
BT1160.P3.H09	0.402311435	0.277097073	NonCycling	0.20281981423815	2	0.233514608641082	Low
BT1160.P3.H10	0.419871935	0.279220933	NonCycling	0.271546060479418	2	0.233514608641082	Low
BT1160.P3.H11	0.595484028	0.387024372	G1_S	0.381937510259604	1	0.501930586996053	High
BT1160.P3.H12	0.651309059	0.628289603	G1_S	0.326966036373167	1	0.501930586996053	High
BT1160.P4.A02	0.562588593	0.32804121	NonCycling	0.217118714001149	2	0.233514608641082	Low
BT1160.P4.A03	0.776891535	0.360219333	G1_S	0.33706200953704	2	0.233514608641082	Low
BT1160.P4.A06	0.691699612	0.459784238	G2_M	0.284507316149709	1	0.501930586996053	High
BT1160.P4.A07	0.520143716	0.295036831	NonCycling	0.311753413856294	2	0.233514608641082	Low
BT1160.P4.A09	0.776877444	0.717210183	G1_S	0.370835917397616	1	0.501930586996053	High
BT1160.P4.A11	0.778712345	0.444866025	G1_S	0.2912044975789	1	0.501930586996053	High
BT1160.P4.A12	0.715646409	0.406789256	NonCycling	0.230418907069525	1	0.501930586996053	High
BT1160.P4.B01	0.355943233	0.340006807	NonCycling	0.298755724299237	2	0.233514608641082	Low
BT1160.P4.B02	0.524561068	0.287500923	NonCycling	0.30502955095081	2	0.233514608641082	Low
BT1160.P4.B05	0.636429422	0.468575585	G1_S	0.105948191065858	1	0.501930586996053	High
BT1160.P4.B07	0.561636084	0.191151343	NonCycling	0.33984525526243	2	0.233514608641082	Low
BT1160.P4.B12	0.509496246	0.33544624	NonCycling	0.225046525760926	2	0.233514608641082	Low
BT1160.P4.C02	0.547177237	0.416409634	NonCycling	0.321274540840641	1	0.501930586996053	High
BT1160.P4.C03	0.793019223	0.469063205	G1_S	0.302637033921651	1	0.501930586996053	High
BT1160.P4.C04	0.491144309	0.121104624	NonCycling	0.152082776956315	2	0.233514608641082	Low
BT1160.P4.C05	0.613245337	0.502585847	G2_M	0.321234157369943	1	0.501930586996053	High
BT1160.P4.C07	0.495303814	0.340290271	NonCycling	0.261972579800807	2	0.233514608641082	Low
BT1160.P4.C08	0.577266802	0.433886896	NonCycling	0.303180876419937	1	0.501930586996053	High
BT1160.P4.C12	0.634411991	0.205413327	NonCycling	0.247583729774015	2	0.233514608641082	Low
BT1160.P4.D01	0.476981743	0.265927668	NonCycling	0.2396049007863	2	0.233514608641082	Low
BT1160.P4.D03	0.399428942	0.175014926	NonCycling	0.401740257449403	2	0.233514608641082	Low
BT1160.P4.D04	0.433750219	0.153092218	NonCycling	0.329290170228335	2	0.233514608641082	Low
BT1160.P4.D05	0.655342197	0.441399671	G2_M	0.27504787228776	1	0.501930586996053	High
BT1160.P4.D06	0.697382351	0.274396508	G2_M	0.275348481929329	2	0.233514608641082	Low
BT1160.P4.D07	0.459008182	0.168006179	NonCycling	0.37805410618788	2	0.233514608641082	Low
BT1160.P4.D09	0.613826267	0.579921058	G1_S	0.275774875222816	1	0.501930586996053	High
BT1160.P4.D10	0.646927581	0.345962864	G2_M	0.349496196316814	2	0.233514608641082	Low
BT1160.P4.D11	0.702060284	0.4565902	G1_S	0.333198285594248	1	0.501930586996053	High
BT1160.P4.D12	0.518436436	0.491151594	NonCycling	0.36232844095247	1	0.501930586996053	High
BT1160.P4.E03	0.501639751	0.198445329	NonCycling	0.301037260868206	2	0.233514608641082	Low
BT1160.P4.E04	0.511542481	0.243561379	NonCycling	0.154118297651599	2	0.233514608641082	Low
BT1160.P4.E06	0.735132486	0.447283961	G1_S	0.226092855217254	1	0.501930586996053	High
BT1160.P4.E08	0.529009888	0.287560849	NonCycling	0.311906678228876	2	0.233514608641082	Low
BT1160.P4.E09	0.447064223	0.281712217	NonCycling	0.259629733131164	2	0.233514608641082	Low
BT1160.P4.E10	0.514294289	0.362058239	NonCycling	0.258368135405477	2	0.233514608641082	Low
BT1160.P4.F02	0.427125284	0.305280815	NonCycling	0.318497921791264	2	0.233514608641082	Low
BT1160.P4.F03	0.667752579	0.377130632	G2_M	0.329354457611039	1	0.501930586996053	High
BT1160.P4.F04	0.658726408	0.470444705	G1_S	0.286568086104422	1	0.501930586996053	High
BT1160.P4.F05	0.424011811	0.33750767	NonCycling	0.347813546775092	2	0.233514608641082	Low
BT1160.P4.F07	0.603333166	0.510359193	G2_M	0.255764964516853	1	0.501930586996053	High
BT1160.P4.F08	0.545710474	0.286648464	NonCycling	0.370970762668952	2	0.233514608641082	Low
BT1160.P4.F09	0.4234633	0.264751364	NonCycling	0.403992376345735	2	0.233514608641082	Low
BT1160.P4.F10	0.575253465	0.196249419	NonCycling	0.27745280311692	2	0.233514608641082	Low
BT1160.P4.F11	0.595739206	0.254391787	NonCycling	0.341575402509998	2	0.233514608641082	Low
BT1160.P4.F12	0.463280804	0.282059866	NonCycling	0.197265184105755	2	0.233514608641082	Low
BT1160.P4.G01	0.424439317	0.244239017	NonCycling	0.273807335898451	2	0.233514608641082	Low
BT1160.P4.G03	0.519429611	0.273865196	NonCycling	0.30310302643093	2	0.233514608641082	Low
BT1160.P4.G04	0.675037707	0.627200744	G1_S	0.194886604129371	1	0.501930586996053	High
BT1160.P4.G05	0.518575903	0.187972957	NonCycling	0.366577032599146	2	0.233514608641082	Low
BT1160.P4.G06	0.671250965	0.24671451	G2_M	0.247959006986512	2	0.233514608641082	Low
BT1160.P4.G07	0.704576283	0.386419056	G1_S	0.337027947749817	1	0.501930586996053	High
BT1160.P4.G08	0.624295529	0.382420101	G2_M	0.306932079616491	1	0.501930586996053	High
BT1160.P4.G11	0.428054749	0.4314985	NonCycling	0.376861794821083	1	0.501930586996053	High
BT1160.P4.G12	0.568361184	0.221886436	NonCycling	0.263622491285848	2	0.233514608641082	Low
BT1160.P4.H01	0.577567996	0.407454879	G2_M	0.295365185193258	1	0.501930586996053	High
BT1160.P4.H05	0.745689503	0.247500855	G2_M	0.244322671924642	2	0.233514608641082	Low
BT1160.P4.H06	0.691536547	0.277543373	NonCycling	0.299218275241984	2	0.233514608641082	Low
BT1160.P4.H09	0.492378221	0.386626942	NonCycling	0.250311011818236	1	0.501930586996053	High
BT1160.P4.H10	0.44444483	0.263379111	NonCycling	0.294218620458256	2	0.233514608641082	Low
BT1160.P4.H11	0.538432006	0.181697684	NonCycling	0.247600759332864	2	0.233514608641082	Low
BT1187.P1.A03	0.45259101	0.247180573	NonCycling	0.481712358402137	2	0.233514608641082	Low
BT1187.P1.A04	0.520237352	0.292023533	NonCycling	0.660118281694502	2	0.233514608641082	Low
BT1187.P1.A07	0.384624664	0.193881494	NonCycling	0.654368470709747	2	0.233514608641082	Low
BT1187.P1.A08	0.431321904	0.211851595	NonCycling	0.410518066476071	2	0.233514608641082	Low
BT1187.P1.A09	0.398961966	0.203661141	NonCycling	0.685299279569756	2	0.233514608641082	Low
BT1187.P1.A10	0.588736046	0.341566647	NonCycling	0.46188150453561	2	0.233514608641082	Low
BT1187.P1.A11	0.549611389	0.212136834	NonCycling	0.504598155122656	2	0.233514608641082	Low
BT1187.P1.A12	0.41062552	0.282877514	NonCycling	0.785908513570889	2	0.233514608641082	Low
BT1187.P1.B01	0.498298784	0.235676969	NonCycling	0.577393454046184	2	0.233514608641082	Low
BT1187.P1.B02	0.407792011	0.236682875	NonCycling	0.530836889763983	2	0.233514608641082	Low
BT1187.P1.B03	0.587883744	0.545775004	NonCycling	0.440584199451306	1	0.501930586996053	High
BT1187.P1.B04	0.591264609	0.316476272	NonCycling	0.429500947597685	2	0.233514608641082	Low
BT1187.P1.B05	0.382547581	0.271187523	NonCycling	0.56896213100447	2	0.233514608641082	Low
BT1187.P1.B08	0.46080527	0.237741522	NonCycling	0.414767219419538	2	0.233514608641082	Low
BT1187.P1.B09	0.447057396	0.264342273	NonCycling	0.557640769239244	2	0.233514608641082	Low
BT1187.P1.B10	0.474296678	0.351208875	NonCycling	0.588994684479363	2	0.233514608641082	Low
BT1187.P1.B11	0.428318063	0.186057777	NonCycling	0.487817825525899	2	0.233514608641082	Low
BT1187.P1.C01	0.444975717	0.347890712	NonCycling	0.513671897687132	2	0.233514608641082	Low
BT1187.P1.C02	0.499730032	0.087690831	NonCycling	0.427427268445197	2	0.233514608641082	Low
BT1187.P1.C04	0.58844274	0.368342383	NonCycling	0.564131732084381	1	0.501930586996053	High
BT1187.P1.C05	0.389172787	0.278433423	NonCycling	0.577358164645923	2	0.233514608641082	Low
BT1187.P1.C06	0.496928513	0.145675986	NonCycling	0.611447594141507	2	0.233514608641082	Low
BT1187.P1.C07	0.496166011	0.292376799	NonCycling	0.309860552183001	2	0.233514608641082	Low
BT1187.P1.C08	0.526243202	0.176237382	NonCycling	0.486411604339031	2	0.233514608641082	Low
BT1187.P1.C09	0.347576976	0.281750615	NonCycling	0.505982143276688	2	0.233514608641082	Low
BT1187.P1.C11	0.454935076	0.212067575	NonCycling	0.607094852680796	2	0.233514608641082	Low
BT1187.P1.D01	0.391325939	0.130558282	NonCycling	0.485017450425118	2	0.233514608641082	Low
BT1187.P1.D02	0.477205769	0.209448048	NonCycling	0.482333547078955	2	0.233514608641082	Low
BT1187.P1.D05	0.470339637	0.21335929	NonCycling	0.496245892201438	2	0.233514608641082	Low
BT1187.P1.D07	0.466881294	0.42648265	NonCycling	0.443427469521344	1	0.501930586996053	High
BT1187.P1.D08	0.478195685	0.261798159	NonCycling	0.500262581485338	2	0.233514608641082	Low
BT1187.P1.D09	0.442785055	0.219135785	NonCycling	0.44918095719779	2	0.233514608641082	Low
BT1187.P1.E03	0.418769682	0.158919257	NonCycling	0.49255894279274	2	0.233514608641082	Low
BT1187.P1.E04	0.434855602	0.247397474	NonCycling	0.423333697368372	2	0.233514608641082	Low
BT1187.P1.E05	0.458544263	0.267321681	NonCycling	0.492023571846444	2	0.233514608641082	Low
BT1187.P1.E07	0.478106306	0.213733431	NonCycling	0.444545725910952	2	0.233514608641082	Low
BT1187.P1.E08	0.508224559	0.431024526	NonCycling	0.477270886879784	1	0.501930586996053	High
BT1187.P1.E09	0.413846178	0.165642764	NonCycling	0.556205562046142	2	0.233514608641082	Low
BT1187.P1.E10	0.486057321	0.144290536	NonCycling	0.549196172606121	2	0.233514608641082	Low
BT1187.P1.E12	0.403043066	0.167028214	NonCycling	0.418550715164566	2	0.233514608641082	Low
BT1187.P1.F01	0.482945813	0.255889754	NonCycling	0.479339640216459	2	0.233514608641082	Low
BT1187.P1.F02	0.483348307	0.418768507	NonCycling	0.545326111888887	1	0.501930586996053	High
BT1187.P1.F03	0.453640053	0.230775586	NonCycling	0.492279661875364	2	0.233514608641082	Low
BT1187.P1.F04	0.424827553	0.314679895	NonCycling	0.532992742539778	2	0.233514608641082	Low
BT1187.P1.F05	0.529156506	0.292818882	NonCycling	0.710933611714873	2	0.233514608641082	Low
BT1187.P1.F06	0.497224543	0.170328845	NonCycling	0.613127134194998	2	0.233514608641082	Low
BT1187.P1.F07	0.423204322	0.372498755	NonCycling	0.453166951518999	1	0.501930586996053	High
BT1187.P1.F08	0.470906822	0.243784566	NonCycling	0.503126880277571	2	0.233514608641082	Low
BT1187.P1.F10	0.568596446	0.268757657	NonCycling	0.462450767222028	2	0.233514608641082	Low
BT1187.P1.G02	0.467995622	0.266482218	NonCycling	0.459581704076682	2	0.233514608641082	Low
BT1187.P1.G03	0.450168079	0.285793177	NonCycling	0.524599003293624	2	0.233514608641082	Low
BT1187.P1.G04	0.430856403	0.282395492	NonCycling	0.533464217593905	2	0.233514608641082	Low
BT1187.P1.G07	0.534131818	0.271487386	NonCycling	0.463063889227184	2	0.233514608641082	Low
BT1187.P1.G08	0.534964991	0.29753269	NonCycling	0.411290630736881	2	0.233514608641082	Low
BT1187.P1.G10	0.401867319	0.187716824	NonCycling	0.556730012287796	2	0.233514608641082	Low
BT1187.P1.G11	0.49801067	0.354620365	NonCycling	0.603074988228405	2	0.233514608641082	Low
BT1187.P1.G12	0.534632188	0.303073494	NonCycling	0.608952265627486	2	0.233514608641082	Low
BT1187.P1.H01	0.518347008	0.212005671	NonCycling	0.483593619346801	2	0.233514608641082	Low
BT1187.P1.H05	0.409087639	0.183694362	NonCycling	0.520800986791169	2	0.233514608641082	Low
BT1187.P1.H06	0.464346643	0.301263814	NonCycling	0.515982060889572	2	0.233514608641082	Low
