SampleID	Cancer	EXTENDScores	ClusterNo	ClusterMean	EXTENDclass	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils
TCGA-05-4389-01	LUAD	0.442690373	2	0.481360213631579	High	0.0190859338246161	0	0.00145073996243332	0.168626386897094	0	0.0904838379287373	0.00935850208589588	0.0566183381079771	0.0438936061480673	0	0	0.0855348971254854	0	0.0111524335741024	0.0920590907549915	0.227874967858831	0.067985173774778	0	0.119109509485231	0	0	0.006766582471759
TCGA-05-4390-01	LUAD	0.468966823	2	0.481360213631579	High	0	0.0165999558808789	0.046652187770754	0.0599962731471761	0	0.148737675581922	0	0.0365323156622189	0.00154216596201782	0	0.0384834294706003	0	0.0233525520207051	0.182565720610439	0.044809737817841	0.379015928764088	0	0	0.00429132673485333	0.0060473740191396	0	0.0113733565573645
TCGA-05-4395-01	LUAD	0.456871999	2	0.481360213631579	High	0.0052269698427524	0.00722196091298351	0.0163938788673851	0.10710448603293	0	0.0933756379955783	0	0.0746977028370663	0	0	0	0.113847194501001	0.0201923847718556	0	0.0758493970940705	0.412987680678732	0.0228193555060813	0.00557991627851888	0.0307875091019056	0	0	0.0139159255791389
TCGA-05-4396-01	LUAD	0.405153396	2	0.481360213631579	High	0.0083137485474804	0.0401934869812391	0.0381992074553254	0.115542410740359	0	0.193072478204372	0	0.0467409555722829	0.0156987709335796	0	0	0.00778446095850558	0.0657446041627414	0	0.0447286162000211	0.347948295833306	0	0.0132050592527435	0	0.0474433383537243	0	0.0153845668043186
TCGA-05-4397-01	LUAD	0.516011735	2	0.481360213631579	High	0.0125244320623426	0	0.0494349358674296	0.0800612402607888	0	0.0630145128982474	0	0.0183707194103565	0.0461370151779303	0	0	0.0341842099304691	0.035147223126818	0.100537429980528	0.0861413320724766	0.336466259049981	0	0.0493966059728286	0.088584084189803	0	0	0
TCGA-05-4398-01	LUAD	0.48849809	2	0.481360213631579	High	0.061250350882022	0	0.11555737552794	0.08254566201345	0	0.0623287562462805	0.00897898677783883	0.0734959665575707	0.00974780058641196	0	0.00475470238641981	0	0.0646447292621602	0	0.0709403761238122	0.337780797786456	0.0369526779433339	0	0	0.0640154422886713	0	0.00700637561763245
TCGA-05-4402-01	LUAD	0.672414105	2	0.481360213631579	High	0.0476276389246859	0	0.0677535446314828	0.0550480772380923	0	0.126356634093535	0	0.0214500728387156	0.0249251676284632	0	0	0.0356379190867463	0.0218689035941336	0.0298640735452124	0.0342552163894754	0.375445710452781	0.0147062079199925	0.0295110385360571	0.106344698903947	0	0	0.0092050962166803
TCGA-05-4403-01	LUAD	0.119556094	1	0.28749573203169	Low	0.108240848081337	0	0.0889677767652261	0.0302659531293233	0	0.0947127388011168	0	0.0193450071678005	0.0343062391387041	0	0	0.0165373533470173	0.0303714464829887	0.103274058329254	0.0388277934811056	0.379043267885923	0.00334783860121258	0	0.047762287109611	0	0	0.00499739167938001
TCGA-05-4405-01	LUAD	0.296859366	1	0.28749573203169	Low	0.109327600804139	0	0.176330997667905	0.111412631887028	0	0.0917124082819522	0	0.035440165122235	0.0190454983159555	0	0.00277119840941195	0	0.00897826880504077	0.111386872802968	0	0.288009942897177	0	0.00818393529065643	0.0374004797155316	0	0	0
TCGA-05-4410-01	LUAD	0.339636616	1	0.28749573203169	Low	0.0913156387582093	0	0.328607419521524	0.109386663416353	0	0.119721993262162	0.022214457208356	0.0130767523722858	0.0133758793992828	0	0.0174189535371342	0.0111225210399967	0.00115275608217619	0.0044240291727617	0.0878823551798384	0.15365177092588	0	0	0.0230745663617622	0	0	0.00357424376227677
TCGA-05-4415-01	LUAD	0.662161464	2	0.481360213631579	High	0.0675413989224045	0	0.0818034590488286	0.203173579414012	0	0.0848277068393904	0.0456659888290692	0.0805643980248482	0.00515808441110107	0	0.0249289332669192	0.0489048526278524	0.0268165792364164	0.0408579766422762	0.0956403298409263	0.124117149939069	0	0.0312215136687653	0	0.0275738197485914	0	0.0112042295395295
TCGA-05-4417-01	LUAD	0.292567832	1	0.28749573203169	Low	0.0475136118956082	0	0.124540777099201	0.106259849671341	0	0.154962311333844	0.059622161845671	0.0552587827048167	0.0163999502018865	0	0	0.0225827772431586	0.0072374501403387	0.00256535623131836	0.0580795897424511	0.254301859277179	0.0442495107543187	0	0.0359501738613391	0	0	0.0104758379975273
TCGA-05-4418-01	LUAD	0.367882692	1	0.28749573203169	Low	0.167300748703444	0	0.13578661027855	0.119391198368627	0	0.020397066675932	0.0159815772401877	0.0920601739318728	0.0483950111681302	0	0	0.0392530383804615	0	0.00296801722103752	0.0605608600471666	0.248634127508666	0	0.0119952250786126	0.0372763453973126	0	0	0
TCGA-05-4420-01	LUAD	0.402273843	2	0.481360213631579	High	0.226656115351858	0	0.236620552900769	0.0770099011955316	0	0.110402367469629	0	0	0.0253269318947459	0	0	0	0.0223671186839891	0.010518358588786	0.000684654412138881	0.184819655381044	0	0.00407752530432046	0	0.030499471572544	0	0.0710173472446439
TCGA-05-4422-01	LUAD	0.384800518	2	0.481360213631579	High	0.108384324684586	0	0.292359166839971	0.170730730115062	0	0.0910288122059141	0	0.0614819116287236	0.0223385421768537	0	0	0.0266998789715329	0.00955882147774991	0	0.0411314086947216	0.166255401897178	0.00661983600717993	0	0	0	0	0.00341116530052741
TCGA-05-4424-01	LUAD	0.31874489	1	0.28749573203169	Low	0.0785124468579464	0	0.0769818042218579	0.0556618637518419	0	0.164497320496671	0.000290878519740414	0.0268715733245208	0.00811273568274931	0	0	0.0122652427752178	0.015260583058145	0.066743920996936	0.0484615313216075	0.397625481650673	0	0.00321373384411447	0.0331889764780389	0	0	0.0123119070199392
TCGA-05-4425-01	LUAD	0.357073462	1	0.28749573203169	Low	0.0168082639350334	0.0148886039384391	0	0.0521704519595706	0	0.162355290052467	0	0.0143154068031082	0.050522155424879	0	0.0149035426296666	0	0.0294143794255136	0.135274719718289	0.0464626244475807	0.399190412939802	0.033240544488383	0	0.00345696662027726	0.0269966376169909	0	0
TCGA-05-4426-01	LUAD	0.333160172	1	0.28749573203169	Low	0.144135693903974	0	0.0378377391966335	0.0788705207336739	0	0.109661267110239	0	0.00394452312227846	0.059589621300319	0	0	0.00974322797780919	0.0524184755522952	0.0880790487158869	0.00393407454132664	0.362210530076303	0	0	0	0.0267719276327086	0	0.0228033501365527
TCGA-05-4427-01	LUAD	0.455379523	2	0.481360213631579	High	0.0393025935990396	0	0.13279197009614	0.0850553557109197	0	0.077247857185298	0	0.0415629475714786	0.00044126668470078	0	0	0.0174943765240916	0.0458207749869405	0.0386726653073663	0.0556731692942865	0.417569866708731	0.00580344622422495	0.0164451222155734	0.0261185878912086	0	0	0
TCGA-05-4430-01	LUAD	0.249889363	1	0.28749573203169	Low	0.0192625529739889	0	0.0264379548382741	0.0561057086226869	0	0.117971662725387	0	0.0246214445067082	0.0268232533576684	0	0	0.0465334261352035	0.0215400508279277	0.00849352301095455	0.0462082831271394	0.399165726818343	0.0882227955025313	0.0203374011369067	0.0825020791719997	0	0	0.0157741372442805
TCGA-05-4432-01	LUAD	0.385222909	2	0.481360213631579	High	0.0858547303678689	0	0.191082018627239	0.09859223485641	0	0.127573252283809	0	0.0526565546550381	0.0290308921606943	0	0	0.0335521036913492	0.0141743318183895	0.082456688848666	0.08322917571585	0.168695584346277	0	0.00646247901543732	0.00518001977212461	0	0	0.021459933840847
TCGA-05-4433-01	LUAD	0.209605353	1	0.28749573203169	Low	0.0121988952789135	0.0235835532661026	0	0.131225024560384	0	0.108656383817712	0	0.0633267159794635	0.0391841875251602	0	0	0.036113755473496	0.0359810613498186	0.137132218829035	0.0584927039288224	0.269698620707205	0.0052096596477012	0	0.0791972196361864	0	0	0
TCGA-05-4434-01	LUAD	0.321172317	1	0.28749573203169	Low	0.0473212308310974	0.0115967926681051	0	0.0803184386452977	0	0.156172226522288	0.0325452055764565	0.0288341343550439	0.0476165538315099	0	0.0197365510245463	0	0.0100033949690111	0.0463115265663252	0.140506148759684	0.281174448873622	0.0435839472176821	0	0.0462663664589004	0	0	0.00801303370043012
TCGA-05-5423-01	LUAD	0.245365915	1	0.28749573203169	Low	0.0275636758035599	0.022996305513146	0.0190419898608701	0.035461741180243	0	0.101173900746717	0	0.0341457035584229	0.0357592560151095	0.0066767884559669	0	0.02654165298981	0.0282311124990442	0.0113487302036128	0	0.375682858498149	0.128058924955891	0.0595239037224946	0.070367128142861	0	0.00175066796609407	0.0156756598880079
TCGA-05-5425-01	LUAD	0.282567884	1	0.28749573203169	Low	0.0852620557099706	0	0.0663120085437597	0.148957114932144	0	0.10788903447701	0.00510666165253456	0.0398573441925076	0.0220297272987841	0	0	0.0232983322522182	0.00049867797584923	0.0628017717243881	0.141799190751884	0.234231062726164	0.0111346038074508	0.00639269503840301	0.0241698932183852	0	0	0.0202598256985478
TCGA-05-5428-01	LUAD	0.41486471	2	0.481360213631579	High	0	0.0190233793042985	0.00961231951452722	0.0489412483573604	0	0	0	0.0345790462753404	0	0.0219879458673487	0	0.0151840204908053	0.00917474852204091	0	0.00594154924347253	0.548485369368709	0.0976299234637659	0.018374080522077	0.126126953504431	0.0207138985678115	0	0.0242255169980121
TCGA-05-5429-01	LUAD	0.338845078	1	0.28749573203169	Low	0.243427467018614	0	0.187003610093733	0.0586287330932699	0	0.171317890192801	0	0.0498994661679786	0.0324618281940787	0	0	0.0161025024804559	0.0324793007333577	0	0.00669265451102774	0.137288430563825	0.0109275902750593	0.0059679030223803	0	0.047802623653418	0	0
TCGA-05-5715-01	LUAD	0.290388707	1	0.28749573203169	Low	0.0524874426112241	0	0.0341910581177008	0.0259679050367867	0	0.0767757450411064	0	0.0135938796969245	0.023485767662249	0	0	0.0130434512199544	0.00633828856687958	0.186874650950752	0.00503967392039732	0.464144622528246	0.0229789982921206	0.00758102419333627	0.0635954962357456	0	0	0.00390199592657724
TCGA-06-0125-01	GBM	0.488473824	2	0.442584278966292	High	0.0127269650578799	0	0	0	0.08824936798609	0	0	0.0265805743663352	0	0.0238129369691209	0.0137590714009938	0.000290714768365203	0	0.354498298873055	0.00478924222829723	0.313120660758028	0	0	0.0854913421613591	0	0	0.0766808254304756
TCGA-06-0125-02	GBM	0.276865182	1	0.2751568524875	Low	0	0.00893636372426003	0.00171078672670572	0.0736840654237516	0	0.197907197442977	0	0.0115531063645879	0	0	0.095978271775924	0.00708213851778064	0.12266635743017	0	0	0.405445785321658	0	0	0	0.0359562092306649	0	0.0390797180415193
TCGA-06-0129-01	GBM	0.40199082	2	0.442584278966292	High	0.0472845448757788	0	0.0111308558605021	0.00975958585431326	0	0.0243333816500687	0	0.0293192425445283	0	0	0	0.0223600359754511	0.0479209108749979	0	0.0083926984235602	0.773305650898875	0	0	0	0.0232539546415312	0	0.00293913840039353
TCGA-06-0130-01	GBM	0.427056203	2	0.442584278966292	High	0.00484127470719193	0	0	0.0978035752065346	0	0	0	0.0363289518369829	0.0103973989489751	0.0286845814374819	0	0.0580406177477141	0.0852141992084679	0	0.104505411787314	0.529451014197958	0.00931010181215015	0	0	0.027089163000584	0	0.00833371010864531
TCGA-06-0132-01	GBM	0.061593128	1	0.2751568524875	Low	0.00891870050684604	0	0.000131117804083092	0.0297272432106837	0	0.0745154603862773	0	0.00376978645271465	0.00924218958118444	0	0.0269207584159044	0	0.157282860499075	0	0.0198337400538844	0.585458410846061	0	0	0	0.0675335220295091	0	0.0166662102137766
TCGA-06-0138-01	GBM	0.343403491	1	0.2751568524875	Low	0	0.0048012504813772	0.000919006511583111	0.033728556626508	0	0.0191708338611197	0	0.0370326094243538	0	0	0	0.0348749468857765	0.118326063063234	0.0153258239349119	0.0242911947861292	0.494269119573459	0	0	0	0.198353659269012	0.00958813312143593	0.00931880246109998
TCGA-06-0141-01	GBM	0.204522573	1	0.2751568524875	Low	0.00543272141798136	0.015569229695876	0	0.0407249361312831	0	0.0419952501790917	0	0.00452276777538606	0	0	0.0630740382456198	0	0.0818893862075539	0.0729788978434654	0.00381920831777384	0.591521889550761	0.00312892436058989	0	0.0365622240444562	0	0	0.038780526230162
TCGA-06-0152-02	GBM	0.432283577	2	0.442584278966292	High	0.0106324553318552	0	0	0.00770224102536881	0	0.203538637326699	0	0.0388634493719518	0.0422114894552492	0	0	0.0403388127253397	0.022489274909906	0.22607745431362	0.109268456374434	0.269446410737245	0	0	0.0207151049178265	0	0	0.00871621351050578
TCGA-06-0156-01	GBM	0.413765633	2	0.442584278966292	High	0.000202984353532021	0.024198392683227	0.0106825887307982	0.0967198483624933	0	0.101926213432746	0	0.0228609504822004	0	0	0.0662560182162257	0	0.0381484234595323	0	0.0123569848224504	0.465042560555004	0	0.000141735681828931	0	0.0822277378026164	0	0.079235561417346
TCGA-06-0156-01	GBM	0.413765633	2	0.442584278966292	High	0	0.0207608889127093	0.00879317292367648	0.0662419566598533	0	0.0928702049964829	0	0	0.00486032019479966	0	0.0835066352929843	0	0.0954805703787441	0	0.0121128280576876	0.514687889745854	0	0	0	0.0379505476476246	0	0.0627349851895837
TCGA-06-0156-01	GBM	0.42836907	2	0.442584278966292	High	0.000202984353532021	0.024198392683227	0.0106825887307982	0.0967198483624933	0	0.101926213432746	0	0.0228609504822004	0	0	0.0662560182162257	0	0.0381484234595323	0	0.0123569848224504	0.465042560555004	0	0.000141735681828931	0	0.0822277378026164	0	0.079235561417346
TCGA-06-0156-01	GBM	0.42836907	2	0.442584278966292	High	0	0.0207608889127093	0.00879317292367648	0.0662419566598533	0	0.0928702049964829	0	0	0.00486032019479966	0	0.0835066352929843	0	0.0954805703787441	0	0.0121128280576876	0.514687889745854	0	0	0	0.0379505476476246	0	0.0627349851895837
TCGA-06-0157-01	GBM	0.403639723	2	0.442584278966292	High	0	0.0186899568448512	0	0.0332208346163624	0	0.0712476614588607	0	0.0165345725401512	0	0	0.0321471846904905	0	0.111070828512135	0	0.0342306746565108	0.641571384561978	0	0	0.0157340947238525	0	0	0.0255528073948074
TCGA-06-0158-01	GBM	0.31903319	1	0.2751568524875	Low	0	0.0132131945832957	0	0.038751785254826	0	0.0454808831006935	0	0.0477496253179173	0.0185106798685408	0	0.0450437642030405	0	0.0215656991538937	0.109617000462847	0.00445511448099755	0.595772543661637	0	0	0	0.0355830087967465	0	0.0242567011155644
TCGA-06-0168-01	GBM	0.360127923	2	0.442584278966292	High	0.00143450596409806	0.0403808798313777	0	0.0411764369658894	0	0.0796553970792977	0	0.0217774152918195	0.0256989595410776	0	0.0425048830619324	0	0.0890332436071236	0	0.007559880521527	0.544086386377125	0	0	0	0.0911598387192587	0.00247473657057983	0.0130574364688932
TCGA-06-0171-02	GBM	0.155745076	1	0.2751568524875	Low	0.0024243442585575	0	0.000270374330582412	0.0240588404000827	0	0.0465977481422287	0	0.00532869781668173	0.00303517516560355	0	0	0.0175929813920629	0.147234944462184	0	0.00415629080971084	0.595017515649222	0	0.000167487566540004	0	0.0654093897630183	0	0.0887062102435247
TCGA-06-0174-01	GBM	0.491333752	2	0.442584278966292	High	0.000334609405911728	0.00176217748601939	0	0.00422211912515087	0	0	0	0.020051122983286	0.0260192645294112	0.00492847341974148	0	0.00653131381667989	0	0.350368684225553	0.000269572323310959	0.534759638422529	0	0.00439425685807919	0.00991340913268096	0	0	0.0364453582716465
TCGA-06-0178-01	GBM	0.295044651	1	0.2751568524875	Low	0	0.0204498032823693	0.0193637096072214	0.0524583257497179	0	0.00801627859056862	0	0.0250352140403855	0	0	0	0.0351690306164136	0.0576635213906366	0	0.018560510624631	0.653729402120417	0	0	0	0.0810049561242115	0.00604506221326133	0.0225041856401663
TCGA-06-0184-01	GBM	0.302459008	1	0.2751568524875	Low	0.0070125761176639	0	0	0	0	0.0904256111398645	0	0.0101949829967062	0	0	0	0.0633629411157708	0.146041688066741	0	0.000803124614113134	0.611145403072617	0	0	0	0.0465934462436495	0	0.0244202266328733
TCGA-06-0187-01	GBM	0.37319853	2	0.442584278966292	High	0	0.00596929908752112	0	0.00417352855234918	0	0.221711781028699	0	0.00935179278141847	0.0377602620563033	0	0.0930345675861675	0	0.1041960353193	0	0.00503120887355032	0.368164203023721	0	0.00207284879391698	0	0.104261855233978	0	0.0442726176630746
TCGA-06-0190-01	GBM	0.314762259	1	0.2751568524875	Low	0	0.00160782590315928	0.000392854930571834	0.0142840471428027	0	0.0342019626037901	0	0.0477313835633142	0	0.0223769000613286	0	0.0277756714529029	0.0770395691197264	0.0622159442499218	0.00655818945964481	0.411501921905616	0	0	0	0.263164680151861	0.000698081470517091	0.0304509679848439
TCGA-06-0190-02	GBM	0.364580373	2	0.442584278966292	High	0	0.00402017646588624	0	0.033862045036526	0	0.119521030726209	0	0	0	0	0.0398622111705497	0	0.00543633683540743	0	0.00588319329605912	0.709768102970679	0	0.00313249578849296	0.0450160221212785	0	0	0.033498385588912
TCGA-06-0210-01	GBM	0.342191139	1	0.2751568524875	Low	0.00286237839596219	0.00711238172364504	0	0.033838106502346	0	0.150109312883661	0	0.0124106830588891	0	0	0.0648016364022442	0	0.124901127135633	0	0	0.489647544374917	0	0.00163364374504117	0.0220329326832052	0	0	0.0906502530944558
TCGA-06-0210-02	GBM	0.340589135	1	0.2751568524875	Low	0.000824944424835211	0.0120711501057574	0.000284251493399918	0.0796080430945137	0	0.0814490365228537	0.00434770120774336	0.00794927590170979	0.00180341714649794	0	0.0483180726966619	0	0.102317842302839	0	0.00489675017303563	0.613713260903696	0	0.00144591629687048	0	0.0239704014877602	0	0.0169999362418258
TCGA-06-0211-01	GBM	0.451867545	2	0.442584278966292	High	0.00133733540680518	0.00237793698698885	0	0.0123330525391795	0	0.0497228621470127	0	0.0391898951511841	0.0162136383609136	0	0.0460381374028936	0.0101656871351838	0.0199742768408525	0.311518248297673	0.00085362493927431	0.452721251053844	0	0	0	0.0161043033225038	0	0.0214497504156911
TCGA-06-0211-01	GBM	0.451867545	2	0.442584278966292	High	0.0015977033759974	0.00421164678331258	0	0	0.0254642990879232	0	0	0.0398414464320628	0	0	0.033747446196368	0.00947599217861469	0.00920761707512891	0.0980888486565392	0.0156398210083902	0.719582280726733	0	0	0.0290693604422972	0	0	0.0140735380366328
TCGA-06-0211-01	GBM	0.456848497	2	0.442584278966292	High	0.00133733540680518	0.00237793698698885	0	0.0123330525391795	0	0.0497228621470127	0	0.0391898951511841	0.0162136383609136	0	0.0460381374028936	0.0101656871351838	0.0199742768408525	0.311518248297673	0.00085362493927431	0.452721251053844	0	0	0	0.0161043033225038	0	0.0214497504156911
TCGA-06-0211-01	GBM	0.456848497	2	0.442584278966292	High	0.0015977033759974	0.00421164678331258	0	0	0.0254642990879232	0	0	0.0398414464320628	0	0	0.033747446196368	0.00947599217861469	0.00920761707512891	0.0980888486565392	0.0156398210083902	0.719582280726733	0	0	0.0290693604422972	0	0	0.0140735380366328
TCGA-06-0211-02	GBM	0.34325157	1	0.2751568524875	Low	0.00533822132462092	0.0115895000974561	0	0.0336709817837731	0	0.0770411223864829	0	0.0143237490148057	0.0352457699159726	0	0.0742402394224781	0	0.118719778473379	0.0643340806269049	0.0107942790626558	0.425657094601346	0	0	0	0.0974076756968844	0	0.0316375075932406
TCGA-06-0219-01	GBM	0.334418127	1	0.2751568524875	Low	0.0044430773224222	0.0125556557664341	0	0.0556358919330294	0	0.176708151201367	0	0.0218319146881956	0	0	0.0660742913792398	0.0824627151676845	0.102805732317317	0	0.0102545223592423	0.358054780313996	0	0.00254537684916168	0	0.0442694209896685	0.0193072943964953	0.0430511753157468
TCGA-06-0221-02	GBM	0.3282024	1	0.2751568524875	Low	0.00694365733497985	0.0362230946891292	0	0.080524791662403	0	0.155647410342508	0	0	0.0047696229449667	0	0.0555122605931328	0	0.0732167222144158	0	0.0205876265224977	0.385992655322749	0	0	0.152178422346199	0	0	0.0284037360270198
TCGA-06-0238-01	GBM	0.377337307	2	0.442584278966292	High	0	0.0413439189996514	0	0.0313048561143885	0	0.0980941730216257	0	0.0447187168046908	0	0	0	0.0745452381706408	0.0256428863523574	0	0.0058186527574124	0.506294059154919	0.00209025939295231	0	0	0.0776449122080553	0.0722546975304369	0.0202476294928692
TCGA-06-0644-01	GBM	0.344436411	1	0.2751568524875	Low	0	0.0208027202931272	0	0.0570800891245873	0	0.0982090644661208	0.00674774099274466	0.0277959624658323	0.0287875146534829	0	0	0	0.0315710330967342	0.0852400588577196	0.00907985573569379	0.565924414869513	0.0129474240435814	0	0.038984237635926	0	0	0.0168298837649366
TCGA-06-0645-01	GBM	0.326367063	1	0.2751568524875	Low	0.00463624563626544	0.00514230759296283	0.000402785191384248	0.024297179588557	0	0.0874353732222628	0	0.0137263039880282	0.0118481328638703	0	0.0710251693549234	0.0146324122224657	0.206555828711841	0	0.00567348606217382	0.309484664604302	0	0.00228404195914703	0	0.206807111815994	0.00491545686021689	0.0311335003256051
TCGA-06-0646-01	GBM	0.432789941	2	0.442584278966292	High	0	0.00301528477496354	0	0.00263627219692785	0.00163060112245973	0.0171392212303829	0	0.0336097603845205	0	0	0	0.0411999206755064	0.102455425708618	0	0.0134200485088215	0.491456018992199	0	0	0	0.19935226289553	0.0808406788256874	0.0132445046843832
TCGA-06-0649-01	GBM	0.246262976	1	0.2751568524875	Low	0.0461239502341065	0	0.0170582953894082	0.0660757841880171	0	0.0474501010613613	0	0.017230768897648	0.00203391101458025	0	0	0.0197864138134081	0.17902561266847	0	0.000726691282448244	0.559740154698693	0	0	0	0.0308826237719942	0	0.013865692979865
