Cancer	Variable	Pvalue	MeanHigh	MeanLow	ConfLow	ConfHigh	EffectSize	FDR	Sig	HighExtendFrac	LowExtendFrac	HighClass
BRCA	T.cells.CD8	0.534016264699265	0.0963780475163205	0.0986267740961426	-0.00934247044595886	0.00484501728631466	-0.0383134397827036	0.73933811616195	NS	0.411926605504587	0.588073394495413	Low
BRCA	T.cells.CD4.naive	0.0339388018221893	0.00147600852099347	0.000371003989300177	8.40884426214398e-05	0.00212592062076514	0.145748220344135	0.139226221111481	NS	0.411926605504587	0.588073394495413	High
BRCA	T.cells.CD4.memory.resting	0.000129151126423052	0.108650322880998	0.126770772616251	-0.0273738391327216	-0.00886706033778403	-0.229871752639482	0.00239095162249855	Sig	0.411926605504587	0.588073394495413	Low
BRCA	T.cells.CD4.memory.activated	4.43607983552291e-05	0.00432837971000901	0.00159233371273395	0.00142977533381108	0.00404231666073904	0.279272289265718	0.000889680455902095	Sig	0.411926605504587	0.588073394495413	High
BRCA	T.cells.follicular.helper	0.00550788247651798	0.071598811451738	0.0643329196921796	0.00214075405400931	0.0123910294651075	0.171828617240166	0.0441854572005109	Sig	0.411926605504587	0.588073394495413	High
BRCA	T.cells.regulatory..Tregs.	0.276164974306432	0.0199274405445616	0.021519095579582	-0.0044582457810706	0.00127493571102981	-0.0657404896495941	0.535997611422699	NS	0.411926605504587	0.588073394495413	Low
BRCA	T.cells.gamma.delta	0.857313130133665	0.00225972109081678	0.00235926602809149	-0.00118580045584913	0.000986710581299716	-0.0110766145868205	0.936429773005304	NS	0.411926605504587	0.588073394495413	Low
BRCA	NK.cells.resting	0.448415744776517	0.00639293548629436	0.0057679900683308	-0.000992207304039594	0.00224209813996672	0.0461691414620052	0.667233170586471	NS	0.411926605504587	0.588073394495413	High
BRCA	NK.cells.activated	0.684011671173609	0.0184476795854712	0.0190083722295635	-0.00326328437695693	0.00214189908877239	-0.0245638695757798	0.835109175612699	NS	0.411926605504587	0.588073394495413	Low
BRCA	Monocytes	0.00221419475296384	0.0140051893208608	0.0177185469669948	-0.00608896526346108	-0.00133775002880684	-0.174887380731964	0.0218992960498616	Sig	0.411926605504587	0.588073394495413	Low
BRCA	Macrophages.M0	2.48176726573335e-07	0.124255933653685	0.0846770417959795	0.0246412150322919	0.0545165686831183	0.32587414467528	1.11989747866218e-05	Sig	0.411926605504587	0.588073394495413	High
BRCA	Macrophages.M1	0.00129292309665251	0.067425642925956	0.0588049440630085	0.00337903966702721	0.0138623580588679	0.201185566658113	0.0156750562948334	Sig	0.411926605504587	0.588073394495413	High
BRCA	Macrophages.M2	0.362258869639794	0.273313342361744	0.279917347286642	-0.0208219023900802	0.00761389254028418	-0.0553060500638559	0.600596835759568	NS	0.411926605504587	0.588073394495413	Low
BRCA	Dendritic.cells.resting	0.00693022915714141	0.0126263221113047	0.0170363590619577	-0.00760854528832516	-0.00121152861298093	-0.159894092485854	0.0522211903765732	NS	0.411926605504587	0.588073394495413	Low
BRCA	Dendritic.cells.activated	0.00267198118631447	0.0101115596453648	0.00524205916880535	0.00169751617138512	0.00804148478173375	0.199220471933163	0.0247329540579365	Sig	0.411926605504587	0.588073394495413	High
BRCA	Mast.cells.resting	3.02113251568258e-05	0.0619628577360598	0.0796071528553633	-0.0259031312800894	-0.00938545895851758	-0.259095396212413	0.000641546375389065	Sig	0.411926605504587	0.588073394495413	Low
BRCA	Mast.cells.activated	0.131053820815326	0.00580586689863689	0.00399630529885724	-0.000540496897797254	0.00415962009735655	0.0975149284371985	0.354385238309609	NS	0.411926605504587	0.588073394495413	High
BRCA	Eosinophils	0.469801316148588	0.00038901267924347	0.000289976023508336	-0.000169720580197157	0.000367793891667425	0.0426672426626954	0.683994460456652	NS	0.411926605504587	0.588073394495413	High
BRCA	Neutrophils	0.0664855862018538	0.00369732374081197	0.0029046015586105	-5.4020215637402e-05	0.00163946458004034	0.110359372784091	0.226427326593106	NS	0.411926605504587	0.588073394495413	High
CESC	B.cells.naive	0.847249299343685	0.0281208261883112	0.0290792707751245	-0.0107440618473607	0.00882717267373414	-0.0222180586183674	0.931033632205481	NS	0.409240924092409	0.590759075907591	Low
CESC	B.cells.memory	0.33101797223527	0.0191506447362841	0.0154690998342224	-0.00376942013530669	0.0111325099394301	0.122656024982767	0.580084893091904	NS	0.409240924092409	0.590759075907591	High
CESC	Plasma.cells	0.252531757856447	0.067649547470914	0.0588999805972491	-0.00627483075313277	0.0237739645004625	0.135051527239035	0.505818115610128	NS	0.409240924092409	0.590759075907591	High
CESC	T.cells.CD8	0.685899918474142	0.170329940456288	0.174678840538915	-0.0254983867337118	0.0168005865684582	-0.0472838577441503	0.835109175612699	NS	0.409240924092409	0.590759075907591	Low
CESC	T.cells.CD4.naive	0.321539979407622	0.00533171120529666	0.00216777787534499	-0.00311869887004985	0.00944656552995319	0.129480290226213	0.572677060490986	NS	0.409240924092409	0.590759075907591	High
CESC	T.cells.CD4.memory.resting	0.578265307537432	0.0416360733822897	0.0454471586055749	-0.0172929049157502	0.00967073446917974	-0.0651725490231587	0.764665846230816	NS	0.409240924092409	0.590759075907591	Low
CESC	T.cells.CD4.memory.activated	0.695339312016747	0.0115634113935356	0.0127779507926637	-0.00731298460489466	0.00488390580663834	-0.044891343160985	0.840929620227959	NS	0.409240924092409	0.590759075907591	Low
CESC	T.cells.follicular.helper	0.155036263828021	0.106316918993181	0.0976055303593412	-0.00331719785341116	0.0207399751210908	0.167793450412938	0.392758535030986	NS	0.409240924092409	0.590759075907591	High
CESC	T.cells.regulatory..Tregs.	0.00682957866431061	0.0351974529001474	0.0464390150985728	-0.0193613935237597	-0.00312173087309106	-0.31282509537276	0.0522211903765732	NS	0.409240924092409	0.590759075907591	Low
CESC	T.cells.gamma.delta	0.35085917118366	0.00174100486444903	0.000883525784728181	-0.000951819282135155	0.00266677744157685	0.120966338119844	0.600596835759568	NS	0.409240924092409	0.590759075907591	High
CESC	NK.cells.resting	0.992701595965583	0.0117960499394155	0.0118215664909624	-0.00551077417634712	0.00545974107325331	-0.00102871295179796	0.994942353437916	NS	0.409240924092409	0.590759075907591	Low
CESC	NK.cells.activated	0.315622049285393	0.0567084051760593	0.0624160415498133	-0.0168826382587605	0.00546736551125263	-0.113510471077785	0.57196843100396	NS	0.409240924092409	0.590759075907591	Low
CESC	Monocytes	0.994635734193411	0.0192223639439595	0.0192051482107759	-0.0050184646192801	0.00505289608564727	0.000765525528677613	0.994942353437916	NS	0.409240924092409	0.590759075907591	High
CESC	Macrophages.M0	0.414236817326995	0.0689124044344919	0.0779639930625108	-0.0308473004029812	0.0127441231469434	-0.0960898842672865	0.64298109030761	NS	0.409240924092409	0.590759075907591	Low
CESC	Macrophages.M1	0.403892179317603	0.0692324443490149	0.0749689843739492	-0.0192468438776231	0.00777376382775443	-0.0976451112299458	0.638155389570715	NS	0.409240924092409	0.590759075907591	Low
CESC	Macrophages.M2	0.457392640458679	0.156968558601884	0.149391836176855	-0.0124797038516977	0.0276331487017571	0.0906642473316781	0.672581438719279	NS	0.409240924092409	0.590759075907591	High
CESC	Dendritic.cells.resting	0.50223768387772	0.0201095072740536	0.0225751652657424	-0.00969009687375505	0.00475878089037756	-0.0773229642320069	0.715218161261763	NS	0.409240924092409	0.590759075907591	Low
CESC	Dendritic.cells.activated	0.0491138118466039	0.0484385424662917	0.0359966090211695	4.86748681937772e-05	0.0248351920220505	0.234763813456303	0.180919245679837	NS	0.409240924092409	0.590759075907591	High
CESC	Mast.cells.resting	0.976231080468926	0.0268166487556515	0.0269354777815078	-0.00796610106510373	0.0077284430133911	-0.00354292513833016	0.98994219114967	NS	0.409240924092409	0.590759075907591	Low
CESC	Mast.cells.activated	0.980629018010453	0.0277036714864981	0.0275458646945736	-0.0126235620339242	0.0129391756177733	0.00276465072628633	0.993007224408902	NS	0.409240924092409	0.590759075907591	High
CESC	Eosinophils	0.710137096556603	0.00179031363108878	0.00138695137784988	-0.00173521440465811	0.00254193891113591	0.0481067066830377	0.850280238331454	NS	0.409240924092409	0.590759075907591	High
CESC	Neutrophils	0.524868531850339	0.00526355835089391	0.00634421173255364	-0.00442132685577259	0.00226002009245311	-0.0684545525102657	0.731573513505685	NS	0.409240924092409	0.590759075907591	Low
CHOL	B.cells.naive	0.0710986326655279	0.0170586141871272	0.0467929833500044	-0.0622205291465897	0.00275179082083541	-0.491032797839917	0.239874826095847	NS	0.194444444444444	0.805555555555556	Low
CHOL	B.cells.memory	0.723394787944211	0.0321935420734889	0.0406584618707343	-0.0599072853147442	0.0429774457202534	-0.135853203567302	0.860387813113017	NS	0.194444444444444	0.805555555555556	Low
CHOL	Plasma.cells	0.756343685938936	0.0294101448203405	0.0263302947846608	-0.0181482241122441	0.0243079241836036	0.114055357257462	0.883624824025747	NS	0.194444444444444	0.805555555555556	High
CHOL	T.cells.CD8	0.308100962038592	0.161086819336022	0.10336786057298	-0.0669906530686608	0.182428570594744	0.68703010580636	0.568923004071262	NS	0.194444444444444	0.805555555555556	High
CHOL	T.cells.CD4.naive	0.333656375428975	0.0195374751663883	0.0005982953355541	-0.0251316891782573	0.0630100488399257	0.936194858923578	0.583011228245403	NS	0.194444444444444	0.805555555555556	High
CHOL	T.cells.CD4.memory.resting	5.51599620876097e-06	0.0282998232778961	0.133940905470931	-0.144419725314713	-0.0668624390713572	-1.39317852724223	0.000165939552613559	Sig	0.194444444444444	0.805555555555556	Low
CHOL	T.cells.CD4.memory.activated	0.163015764445651	0	0.000372877181751225	-0.000906000765411947	0.000160246401909496	-0.293167374733311	0.401697549248329	NS	0.194444444444444	0.805555555555556	Low
CHOL	T.cells.follicular.helper	0.78483426980247	0.0606269781109578	0.0569778240331835	-0.0249272087749972	0.0322255169305459	0.0997960838055127	0.900206067602167	NS	0.194444444444444	0.805555555555556	High
CHOL	T.cells.regulatory..Tregs.	0.399748915661146	0.0356910969777723	0.0463136665295099	-0.0374084147459767	0.0161632756425015	-0.331639247527004	0.635742863096465	NS	0.194444444444444	0.805555555555556	Low
CHOL	T.cells.gamma.delta	0.325874706871661	0	0.000374588672500114	-0.00114189878448495	0.000392721439484719	-0.204626296409494	0.576412005066417	NS	0.194444444444444	0.805555555555556	Low
CHOL	NK.cells.resting	0.343159683421764	0.0238529954341573	0.00379410603574769	-0.0274743089590385	0.0675920877558576	0.842097818266579	0.592730362273955	NS	0.194444444444444	0.805555555555556	High
CHOL	NK.cells.activated	0.975141242038196	0.0726429164751191	0.0716634019827961	-0.0689194258109573	0.0708784547956035	0.0148216909038064	0.98994219114967	NS	0.194444444444444	0.805555555555556	High
CHOL	Monocytes	0.021007203827795	0.0118318465247633	0.0340369633374484	-0.0407057552704501	-0.00370447835492027	-0.695966442041299	0.108337151169057	NS	0.194444444444444	0.805555555555556	Low
CHOL	Macrophages.M0	0.375550221621221	0.174227562122282	0.0936208374968655	-0.121703985889939	0.282917435140772	0.588739149328467	0.610692027050724	NS	0.194444444444444	0.805555555555556	High
CHOL	Macrophages.M1	0.394191591843969	0.030751864439345	0.0449009382336547	-0.0500688483198843	0.0217707007312648	-0.396837685033597	0.631056162552873	NS	0.194444444444444	0.805555555555556	Low
CHOL	Macrophages.M2	0.85367474737291	0.217916503712646	0.227647597680452	-0.127511238697955	0.108049050762343	-0.0914674689607848	0.933868435762486	NS	0.194444444444444	0.805555555555556	Low
CHOL	Dendritic.cells.resting	0.280989125912178	0.00935149400784003	0.0199666358632649	-0.0304694187125477	0.00923913500169784	-0.289878391891982	0.536942591338497	NS	0.194444444444444	0.805555555555556	Low
CHOL	Dendritic.cells.activated	0.512613109641169	0.009983434462281	0.00470788810945542	-0.0129841940165483	0.0235352867221995	0.458805043718599	0.723552931644133	NS	0.194444444444444	0.805555555555556	High
CHOL	Mast.cells.resting	0.865655956257428	0.0327167903152652	0.0302855868995537	-0.0293983023510122	0.0342607091824353	0.0785899286931427	0.938443844471266	NS	0.194444444444444	0.805555555555556	High
CHOL	Mast.cells.activated	0.385950024353077	0.020732462732204	0.00448745802618963	-0.0260199131764598	0.0585099225884884	0.724309265460791	0.623391314503181	NS	0.194444444444444	0.805555555555556	High
CHOL	Eosinophils	0.0592862231131498	0	0.00128893931948461	-0.00263191200299435	5.40333640251275e-05	-0.402293502562983	0.206785763708667	NS	0.194444444444444	0.805555555555556	Low
CHOL	Neutrophils	0.584558707924823	0.0120876358241049	0.00787188921327788	-0.0131884339183002	0.0216199271399542	0.336526188019358	0.768569906278654	NS	0.194444444444444	0.805555555555556	High
COAD	B.cells.naive	0.00368285224462713	0.0328132381757442	0.0527279256529652	-0.0332925727512528	-0.00653680220318934	-0.334904820983804	0.0312825802425975	Sig	0.507142857142857	0.492857142857143	Low
COAD	B.cells.memory	0.288728246009824	0.0168201476329564	0.0139353760567638	-0.00245631057087407	0.00822585372325922	0.119337868823942	0.544286667412774	NS	0.507142857142857	0.492857142857143	High
COAD	Plasma.cells	0.0246727160337696	0.0446263403980604	0.0325562740874313	0.00154993618760036	0.0225901964336577	0.252848497692683	0.116328729014434	NS	0.507142857142857	0.492857142857143	High
COAD	T.cells.CD8	0.0452368116716175	0.126796355965862	0.107977471326549	0.000401978934733601	0.0372357903438914	0.224338163619871	0.170999884957633	NS	0.507142857142857	0.492857142857143	High
COAD	T.cells.CD4.naive	0.0165850586311742	0.00737900604439836	0.00158413352629428	0.00106600470633429	0.0105237403298739	0.266021864548019	0.0949853184735101	NS	0.507142857142857	0.492857142857143	High
COAD	T.cells.CD4.memory.resting	0.229385065216451	0.117904100118276	0.129446305699495	-0.0304003246369963	0.00731591347455845	-0.135080144904099	0.481441910134528	NS	0.507142857142857	0.492857142857143	Low
COAD	T.cells.CD4.memory.activated	3.33559040297233e-06	0.0232136059912704	0.00818492116788232	0.00881197698283409	0.021245392663942	0.527502041695946	0.000109468012315728	Sig	0.507142857142857	0.492857142857143	High
COAD	T.cells.follicular.helper	0.0177696838285734	0.0701045784379215	0.0567819451753362	0.00232302465493774	0.0243222418702329	0.266772387722192	0.0979367307193127	NS	0.507142857142857	0.492857142857143	High
COAD	T.cells.regulatory..Tregs.	4.8696283845606e-09	0.0200694348881152	0.0394204535041679	-0.0256572450362505	-0.0130447921958549	-0.686518223590254	5.02267384807536e-07	Sig	0.507142857142857	0.492857142857143	Low
COAD	T.cells.gamma.delta	0.738953756581648	0.000259405921092111	0.000170203783063663	-0.000437511853614083	0.000615916129670979	0.0369607215884726	0.867519694718617	NS	0.507142857142857	0.492857142857143	High
COAD	NK.cells.resting	0.00238742540997353	0.0313615262740217	0.0206009955414859	0.00384752044916812	0.0176735410159034	0.343039487710915	0.0229829486133452	Sig	0.507142857142857	0.492857142857143	High
COAD	NK.cells.activated	0.12181035677882	0.0206904663370889	0.0160926034830226	-0.00123344667675206	0.0104291723848847	0.173913463118419	0.339564006155629	NS	0.507142857142857	0.492857142857143	High
COAD	Monocytes	0.0146114288010748	0.0151738944652043	0.0212239470705057	-0.0108965216019408	-0.00120358360866208	-0.279859687352415	0.0879120966198002	NS	0.507142857142857	0.492857142857143	Low
COAD	Macrophages.M0	0.905415786235008	0.134460764480501	0.132806296108154	-0.0257196321209718	0.0290285688656668	0.0133994509432488	0.953704515037483	NS	0.507142857142857	0.492857142857143	High
COAD	Macrophages.M1	0.674361867247758	0.0541991852339549	0.0521136894560219	-0.00767168654378719	0.011842678099653	0.0471797175620848	0.831144562863159	NS	0.507142857142857	0.492857142857143	High
COAD	Macrophages.M2	0.00174593506642191	0.18185755122135	0.215221574448933	-0.054154053626426	-0.0125739928287398	-0.355542116367678	0.0188043082484764	Sig	0.507142857142857	0.492857142857143	Low
COAD	Dendritic.cells.resting	0.000504076102763335	0.00538402992939272	0.0114719353095078	-0.0094873849145558	-0.00268842584567439	-0.404022704843037	0.00736105231316942	Sig	0.507142857142857	0.492857142857143	Low
COAD	Dendritic.cells.activated	0.358001146770294	0.00704537182664291	0.0057177785107995	-0.00151009549073132	0.00416528212241815	0.103901772791836	0.600596835759568	NS	0.507142857142857	0.492857142857143	High
COAD	Mast.cells.resting	0.00133615351135889	0.00415174497753738	0.0119028210876304	-0.0124513510671349	-0.00305080115305126	-0.372915568730494	0.0158148005770675	Sig	0.507142857142857	0.492857142857143	Low
COAD	Mast.cells.activated	0.0197342739265115	0.0760471694029519	0.0586491342952613	0.00279029221396453	0.0320057780014168	0.263970283856828	0.105552229143676	NS	0.507142857142857	0.492857142857143	High
COAD	Eosinophils	0.0245959773364794	0.00212210122571552	0.00414372789741847	-0.00378244642078862	-0.000260806922617287	-0.257568597506295	0.116328729014434	NS	0.507142857142857	0.492857142857143	Low
COAD	Neutrophils	0.906794968677613	0.00751998105194247	0.00727048681131107	-0.00393988034940885	0.00443886883067165	0.013193696209046	0.953704515037483	NS	0.507142857142857	0.492857142857143	High
DLBC	B.cells.naive	0.0159922963370401	0.168088998034396	0.066612065242145	0.0204390275106226	0.182514838073879	0.807254933798888	0.0946429340601879	NS	0.4375	0.5625	High
DLBC	B.cells.memory	0.814256162951756	0.26815513878874	0.255298330019708	-0.0969777014790506	0.122691319017114	0.0697719927601284	0.915721105375651	NS	0.4375	0.5625	High
DLBC	Plasma.cells	0.44097412584276	0.0193248002067649	0.0296674369548477	-0.0371280949166141	0.0164428214204486	-0.220447344258306	0.660546304685627	NS	0.4375	0.5625	Low
DLBC	T.cells.CD8	0.463896026084894	0.110487749460242	0.12329288694454	-0.0477983362133518	0.0221880612447559	-0.218758620700851	0.678001884277923	NS	0.4375	0.5625	Low
DLBC	T.cells.CD4.naive	NA	0	0	NA	NA	NA	NA	NA	0.4375	0.5625	Low
DLBC	T.cells.CD4.memory.resting	0.677420551062651	0.007645844880542	0.00536878793848047	-0.00879608976519675	0.0133502036493198	0.130587346767346	0.83179870385584	NS	0.4375	0.5625	High
DLBC	T.cells.CD4.memory.activated	0.145273454811572	0.0531119435588923	0.031769644791276	-0.00786185515717176	0.0505464526924043	0.474248211793982	0.374597979906982	NS	0.4375	0.5625	High
DLBC	T.cells.follicular.helper	0.235209974200761	0.0665314304153713	0.0809158017938841	-0.0385222248159168	0.00975348205889103	-0.359605369932395	0.484565867979276	NS	0.4375	0.5625	Low
DLBC	T.cells.regulatory..Tregs.	1.44782458386402e-05	0.0188868606636734	0.0604537030290323	-0.0587941050382336	-0.0243395796924842	-1.34994883045182	0.00036045839639649	Sig	0.4375	0.5625	Low
DLBC	T.cells.gamma.delta	0.0261448006314185	0.0040281007001493	0.0176711187410288	-0.0255835768025319	-0.00170245927922697	-0.625021487781403	0.118443106809041	NS	0.4375	0.5625	Low
